1.440892714699541388e+00	0.000000000000000000e+00	8.000000000000000000e+00
1.822608511175946466e+00	0.000000000000000000e+00	9.000000000000000000e+00
2.900946728839279842e+00	0.000000000000000000e+00	1.000000000000000000e+01
-1.472731326979494826e+00	0.000000000000000000e+00	1.100000000000000000e+01
2.743175618444883668e+00	0.000000000000000000e+00	1.200000000000000000e+01
-7.752565290149040500e-01	1.000000000000000000e+00	8.000000000000000000e+00
1.687485766518016295e+00	1.000000000000000000e+00	9.000000000000000000e+00
9.414800656226764153e-02	1.000000000000000000e+00	1.000000000000000000e+01
-3.681076013715869344e-01	1.000000000000000000e+00	1.100000000000000000e+01
-1.528991623938210642e+00	1.000000000000000000e+00	1.200000000000000000e+01
2.171096976738225326e+00	2.000000000000000000e+00	8.000000000000000000e+00
8.414576821016501729e-01	2.000000000000000000e+00	9.000000000000000000e+00
1.337954511625674581e+00	2.000000000000000000e+00	1.000000000000000000e+01
-2.706275704485637590e+00	2.000000000000000000e+00	1.100000000000000000e+01
1.772480657342606625e-01	2.000000000000000000e+00	1.200000000000000000e+01
-2.281838349114530207e+00	3.000000000000000000e+00	8.000000000000000000e+00
-8.134018195775933879e-01	3.000000000000000000e+00	9.000000000000000000e+00
6.934518045528101915e-01	3.000000000000000000e+00	1.000000000000000000e+01
-4.319375841319589848e-01	3.000000000000000000e+00	1.100000000000000000e+01
2.115239399403525233e+00	3.000000000000000000e+00	1.200000000000000000e+01
2.651550961059524703e+00	4.000000000000000000e+00	8.000000000000000000e+00
-2.757711130841581593e+00	4.000000000000000000e+00	9.000000000000000000e+00
-7.013053939340969656e-01	4.000000000000000000e+00	1.000000000000000000e+01
1.378398394156411078e+00	4.000000000000000000e+00	1.100000000000000000e+01
6.316918824186761316e-01	4.000000000000000000e+00	1.200000000000000000e+01
6.119285312269164834e-01	5.000000000000000000e+00	8.000000000000000000e+00
5.066355090108055625e-01	5.000000000000000000e+00	9.000000000000000000e+00
8.849330222252992373e-01	5.000000000000000000e+00	1.000000000000000000e+01
-2.010282991676882514e+00	5.000000000000000000e+00	1.100000000000000000e+01
-8.022881168331361668e-01	5.000000000000000000e+00	1.200000000000000000e+01
-6.350316616347166931e-01	6.000000000000000000e+00	8.000000000000000000e+00
1.417759608592206400e+00	6.000000000000000000e+00	9.000000000000000000e+00
1.079241875037049991e-02	6.000000000000000000e+00	1.000000000000000000e+01
1.381958891860761707e+00	6.000000000000000000e+00	1.100000000000000000e+01
-2.662969192592059109e+00	6.000000000000000000e+00	1.200000000000000000e+01
5.290168432715633418e-02	8.000000000000000000e+00	1.300000000000000000e+01
5.779933533080012786e-01	8.000000000000000000e+00	1.400000000000000000e+01
-2.028884280194442002e+00	8.000000000000000000e+00	1.500000000000000000e+01
-2.127276642564566167e+00	8.000000000000000000e+00	1.600000000000000000e+01
2.228922358178007102e+00	8.000000000000000000e+00	1.700000000000000000e+01
1.418745425496532597e+00	9.000000000000000000e+00	1.300000000000000000e+01
-2.326312341783277837e+00	9.000000000000000000e+00	1.400000000000000000e+01
-1.893577771182167302e+00	9.000000000000000000e+00	1.500000000000000000e+01
