1.113572608613815351e+00	1.000000000000000000e+00	9.000000000000000000e+00
2.944147715113956676e-02	6.000000000000000000e+00	9.000000000000000000e+00
6.564071801067133949e-01	4.000000000000000000e+00	9.000000000000000000e+00
-1.081989881195128955e-01	0.000000000000000000e+00	9.000000000000000000e+00
1.000000000000000000e+00	3.000000000000000000e+00	1.000000000000000000e+01
0.000000000000000000e+00	6.000000000000000000e+00	1.000000000000000000e+01
1.652522432532830932e+00	3.000000000000000000e+00	8.000000000000000000e+00
2.145671257841336166e-01	6.000000000000000000e+00	8.000000000000000000e+00
-9.002918173944737257e-01	1.000000000000000000e+00	8.000000000000000000e+00
-9.077065889624397199e-02	0.000000000000000000e+00	8.000000000000000000e+00
1.802140590804865161e-01	0.000000000000000000e+00	8.000000000000000000e+00
-9.849888211248929160e-02	9.000000000000000000e+00	8.000000000000000000e+00
1.776459007295756454e-01	1.000000000000000000e+01	8.000000000000000000e+00
-7.704487977730737347e-01	6.000000000000000000e+00	7.000000000000000000e+00
1.320519889915648504e+00	0.000000000000000000e+00	7.000000000000000000e+00
5.514886877795983633e-01	2.000000000000000000e+00	7.000000000000000000e+00
4.691746352189088420e-01	4.000000000000000000e+00	7.000000000000000000e+00
2.606670538403796367e-01	8.000000000000000000e+00	7.000000000000000000e+00
