1.009634193500347887e+00	8.000000000000000000e+00	9.000000000000000000e+00
-4.435807542761778244e-01	0.000000000000000000e+00	9.000000000000000000e+00
5.601772845352530616e-01	3.000000000000000000e+00	9.000000000000000000e+00
3.453290306075631477e-01	1.000000000000000000e+01	9.000000000000000000e+00
2.222733782596394425e-01	6.000000000000000000e+00	1.000000000000000000e+01
8.339366993377861359e-02	2.000000000000000000e+00	1.000000000000000000e+01
9.428415692506657564e-01	1.000000000000000000e+00	1.100000000000000000e+01
9.511846463986107780e-01	1.100000000000000000e+01	9.000000000000000000e+00
-1.639941202263998088e-01	1.000000000000000000e+00	1.000000000000000000e+01
-4.384633577173575603e-01	3.000000000000000000e+00	1.100000000000000000e+01
7.453052476488952749e-02	7.000000000000000000e+00	1.000000000000000000e+01
-2.090156123176933889e+00	0.000000000000000000e+00	1.000000000000000000e+01
-2.115860881517233061e-01	4.000000000000000000e+00	1.200000000000000000e+01
4.299768652867216323e-01	1.000000000000000000e+00	1.200000000000000000e+01
-1.037146492672630815e+00	6.000000000000000000e+00	1.200000000000000000e+01
-1.700430214308500387e-01	5.000000000000000000e+00	9.000000000000000000e+00
-1.411873388291106313e+00	0.000000000000000000e+00	1.200000000000000000e+01
-1.079925585148789891e-01	1.200000000000000000e+01	1.300000000000000000e+01
-7.796129959140074561e-02	1.300000000000000000e+01	1.000000000000000000e+01
8.659651515287193346e-01	1.000000000000000000e+00	1.300000000000000000e+01
-1.097274772989578207e-01	1.400000000000000000e+01	1.000000000000000000e+01
-2.517453491334533666e-01	5.000000000000000000e+00	1.100000000000000000e+01
-3.991757386582999168e-01	5.000000000000000000e+00	1.500000000000000000e+01
4.900551797131669218e-03	1.500000000000000000e+01	1.400000000000000000e+01
3.987710485197395460e-01	8.000000000000000000e+00	1.300000000000000000e+01
1.129233308445038109e+00	3.000000000000000000e+00	1.600000000000000000e+01
1.129233308445038109e+00	1.600000000000000000e+01	1.200000000000000000e+01
